author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim,is_subjective,sent_score_avg,sent_label_avg,sentiment_score,sentiment_label,is_subjective_post,is_satire_humor_simple,person_view,person_view_encoded
lexieeeva,2025年04月27日 18:59,,2小時,Instagram friends?✨🤍🫶🏽 8,False,False,8,0,0,0,860,1762,https://www.threads.net/@lexieeeva/post/DI8pKRNM9H5,2025年04月27日 18:59,✨🤍🫶🏽,4,en,2025-04-27 18:59:00,Sunday,18,0,True,False,False,0.515,neutral,0.53,neutral,False,False,none,4
chenyitong1503,2025年04月27日 09:00,,12小時,齁呦我真的捨不得 捨不得的 不只是你的人 還有和你一起的那些日,False,False,2,0,0,0,980,124,https://www.threads.net/@chenyitong1503/post/DI7kj4iTWWY,2025年04月27日 09:00,,0,Ch,2025-04-27 09:00:00,Sunday,9,0,False,False,True,0.831447064876556,positive,0.8256816565990448,positive,True,False,mixed,3
yitsenliu_19,2025年04月27日 14:32,孕婦日常,6小時,有一天洗完澡的晚上 我：老公可以請你幫我的肚子（孕肚）擦乳液嗎？ 老公：（玩手機中，沒聽到） 我：可以不要射後不理嗎？ 後來一起笑到並軌😂,False,False,429,0,10,48,26000,30,https://www.threads.net/@yitsenliu_19/post/DI8KmNhzbbo,2025年04月27日 14:32,😂,1,Ch,2025-04-27 14:32:00,Sunday,14,1,True,False,True,0.824584249456724,positive,0.39926453471183776,neutral,True,True,mixed,3
sashayin,2025年04月27日 08:25,,12小時,親手送走你。對不起。 痛到已開始哭不出了，很累。未來的路還要走下去？ 你還會回來找我嗎？,False,False,3,0,0,0,1244,55,https://www.threads.net/@sashayin/post/DI7gmvyzYqr,2025年04月27日 08:25,,0,Ch,2025-04-27 08:25:00,Sunday,8,0,True,False,True,0.57234428524971,neutral,0.1926727592945099,negative,True,True,mixed,3
czc_.0626,2025年04月27日 17:52,,3小時,你的聊天室 “14小時前傳送” “3小時前看過” 別人的聊天室 “9+則訊息” “回覆你的限時動態” ’‘回覆你的便利貼’‘,False,False,716,1,76,57,8722,9,https://www.threads.net/@czc_.0626/post/DI8hZAjTx9J,2025年04月27日 17:52,,0,Ch,2025-04-27 17:52:00,Sunday,17,0,False,False,True,0.807639598846436,positive,0.8010269403457642,positive,True,False,2nd,1
ustfu_la,2025年04月27日 00:02,,20小時,失去咗一個好愛嘅人之後 開始明fuck boy 心態,False,False,1151,15,87,130,37000,5,https://www.threads.net/@ustfu_la/post/DI6m_pnzvDz,2025年04月27日 00:02,,0,Ch,2025-04-27 00:02:00,Sunday,0,1,False,False,True,0.96153798699379,positive,0.9249628782272339,positive,True,False,none,4
pari_laghari,2025年04月26日 22:48,pari_laghari,22小時,سب بدل گئے ہیں اب ہمارا بھی حق بنتا ہے بدلنے کا ۔۔۔۔۔💔😊🥲,False,False,37,15,0,3,1583,15,https://www.threads.net/@pari_laghari/post/DI6eh3rCDXQ,2025年04月26日 22:48,💔😊🥲,3,ur,2025-04-26 22:48:00,Saturday,22,0,False,False,False,0.56,neutral,0.56,neutral,False,False,none,4
zeusssora,2025年04月27日 13:16,zeusssora,7小時,以前喺條街見到情侶攬攬錫錫會不屑 依家見到會羨慕佢哋🚬,False,False,9,0,0,0,327,1,https://www.threads.net/@zeusssora/post/DI8B4Y6x4Wx,2025年04月27日 13:16,🚬,1,Ch,2025-04-27 13:16:00,Sunday,13,0,False,False,False,0.84567813873291,positive,0.8313919514417648,positive,False,False,none,4
sophi_taylor4,2025年04月27日 18:28,,2小時,Can I be your friend ❤️,False,False,8,2,0,0,904,815,https://www.threads.net/@sophi_taylor4/post/DI8lhchNzc1,2025年04月27日 18:28,❤,1,en,2025-04-27 18:28:00,Sunday,18,0,False,False,False,0.62,neutral,0.62,neutral,False,False,1st,0
ysn_dia,2025年04月27日 04:01,,17小時,你不主動找我 敷衍我 訊息過了很久才回 就知道一定會分手 但我還是等到了你不要我的那天,False,False,15,2,2,1,1171,1,https://www.threads.net/@ysn_dia/post/DI7CYdVzACh,2025年04月27日 04:01,,0,Ch,2025-04-27 04:01:00,Sunday,4,0,False,False,True,0.232102960348129,negative,0.20941713452339172,negative,True,False,mixed,3
czc_.0626,2025年04月27日 10:12,czc_.0626,10小時,冷知識：女生會一直找自己喜歡的男生聊天 熱知識：男生不會喜歡上一直找他聊天的女生,False,False,768,18,54,121,29000,9,https://www.threads.net/@czc_.0626/post/DI7s0YczK3P,2025年04月27日 10:12,,0,Ch,2025-04-27 10:12:00,Sunday,10,1,False,False,True,0.975657016038895,positive,0.9717951714992523,positive,True,False,3rd,2
_012.3_c,2025年04月27日 05:09,,15小時,有冇人chat 熟咗俾大acc你fol😭😭 太無聊啦個個訓曬,False,False,37,6,0,1,1221,3,https://www.threads.net/@_012.3_c/post/DI7KIG0zW9s,2025年04月27日 05:09,😭😭,2,Ch,2025-04-27 05:09:00,Sunday,5,0,False,False,True,0.274602774977684,negative,0.281367928981781,negative,True,False,2nd,1
linlaus,2025年04月27日 00:59,,20小時,🤯：高中生最愛霸凌了 我：有嗎？我們那時候有嗎？都你在霸凌我 🤯：？？？ 我：你一直叫我起床不讓我睡覺,False,False,0,0,0,1,665,29,https://www.threads.net/@linlaus/post/DI6tipNTowA,2025年04月27日 00:59,🤯🤯,2,Ch,2025-04-27 00:59:00,Sunday,0,0,True,False,True,0.846051655709744,positive,0.8267234563827515,positive,True,False,mixed,3
aquawaterfish,2025年04月27日 10:59,aquawaterfish,10小時,唔知點解，突然有d抑鬱，淨係想訓同喊，無胃口，係咁提住自己唔可以咁，但做乜都無用，一個人，可以點？,False,False,23,11,0,1,1003,2,https://www.threads.net/@aquawaterfish/post/DI7yK-MNPXH,2025年04月27日 10:59,,0,Ch,2025-04-27 10:59:00,Sunday,10,0,True,False,True,0.128166317939758,negative,0.06958675384521484,negative,True,False,none,4
_kaitlyn.dream,2025年04月27日 19:22,,1小時,STONERS WHO SUPPORT STONERS??? Wya 🍃 4,False,False,4,0,0,0,1158,63,https://www.threads.net/@_kaitlyn.dream/post/DI8rtVys2zV,2025年04月27日 19:22,🍃,1,en,2025-04-27 19:22:00,Sunday,19,0,True,False,False,0.5,neutral,0.5,neutral,False,True,none,4
_yoshqp,2025年04月27日 08:38,,12小時,宿舍裡有一個室友每次都不打掃，和一直在熄燈的時候打傳說和女友聊天超大聲，還有不自己買宵夜一直吃別人的，怎麼解,False,False,2,1,0,0,1314,21,https://www.threads.net/@_yoshqp/post/DI7iCfCSSGk,2025年04月27日 08:38,,0,Ch,2025-04-27 08:38:00,Sunday,8,0,False,False,True,0.846038699150085,positive,0.8145900666713715,positive,True,False,none,4
top183_183,2025年04月27日 10:23,,10小時,「我拒絕了所有人，不是不想談戀愛，只是心裡還有那個不可能的你。」,False,False,17,0,1,0,474,1,https://www.threads.net/@top183_183/post/DI7uDgMhMEi,2025年04月27日 10:23,,0,Ch,2025-04-27 10:23:00,Sunday,10,0,False,False,True,0.536229461431503,neutral,0.8211562931537628,positive,True,True,mixed,3
louis54068,2025年04月26日 22:29,,22小時,請問一下，未滿18歲的小孩去醫院看診一定要看小兒科嗎？還是一般醫學科也可以。,False,False,4,6,0,2,6826,17,https://www.threads.net/@louis54068/post/DI6cUUzTvjU,2025年04月26日 22:29,,0,Ch,2025-04-26 22:29:00,Saturday,22,0,True,False,False,0.82072888314724,positive,0.7908779084682465,positive,False,True,none,4
randisjohnsen,2025年04月27日 19:07,,1小時,"Devastating news from Vancouver which was my home for so many years. The tragedy at the Lapu Lapu Day festival is horrible and my heart goes out to everyone there, the victims and their families 💙",False,False,10,4,0,2,4616,301,https://www.threads.net/@randisjohnsen/post/DI8qBF_CXVm,2025年04月27日 19:07,💙,1,en,2025-04-27 19:07:00,Sunday,19,0,False,False,False,0.59,neutral,0.59,neutral,False,False,none,4
zayyynab_,2025年04月27日 20:34,,31分鐘,When a man is serious about you nobody can push him away not even you,False,False,9,1,0,0,214,239,https://www.threads.net/@zayyynab_/post/DI80AaaMq1E,2025年04月27日 20:34,,0,en,2025-04-27 20:34:00,Sunday,20,0,False,False,False,0.5,neutral,0.5,neutral,True,False,2nd,1
_9unwe,2025年04月27日 00:49,_9unwe,20小時,如果復合了 我說什麼都不會在放手了,False,False,360,0,75,20,3248,11,https://www.threads.net/@_9unwe/post/DI6sYraT3Ok,2025年04月27日 00:49,,0,Ch,2025-04-27 00:49:00,Sunday,0,0,False,False,True,0.776463747024536,positive,0.17762115597724915,negative,True,False,1st,0
zayyynab_,2025年04月27日 20:28,,38分鐘,"Afsanay ab likhta nahi hon, Main dunya ko dikhta nahi hon 🩶 3",False,False,3,0,0,0,138,239,https://www.threads.net/@zayyynab_/post/DI8zTSNsOuP,2025年04月27日 20:28,🩶,1,so,2025-04-27 20:28:00,Sunday,20,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
roisthinking,2025年04月27日 20:35,,31分鐘,啲人話斷崖式分手都係包裝中意左第二個嘅手段 點睇 有時與其話拍咗幾多年拖 不如話用咗幾多年先睇清楚一個人,False,False,0,0,0,0,316,5,https://www.threads.net/@roisthinking/post/DI80Ga3Szq-,2025年04月27日 20:35,,0,Ch,2025-04-27 20:35:00,Sunday,20,0,False,False,False,0.246313601732254,negative,0.7901902198791504,positive,False,False,none,4
marcla1133,2025年04月27日 18:54,,2小時,Halal is always beautiful_🌸🌼,False,False,17,1,0,0,1259,7830,https://www.threads.net/@marcla1133/post/DI8ojsFMwbt,2025年04月27日 18:54,🌸🌼,2,en,2025-04-27 18:54:00,Sunday,18,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
lian6_51,2025年04月27日 19:03,,2小時,ازاي حد ممكن يخون بالطريقه دي...؟ ممكن تجاوبوني💔💔,False,False,10,9,0,0,269,2,https://www.threads.net/@lian6_51/post/DI8pkWuob_G,2025年04月27日 19:03,💔💔,2,ar,2025-04-27 19:03:00,Sunday,19,0,False,False,False,0.62,neutral,0.62,neutral,False,False,none,4
lyc._.2484,2025年04月27日 20:17,,52分鐘,原來我們都一樣健忘 忘了只是普通朋友,False,False,1,0,0,0,0,1,https://www.threads.net/@lyc._.2484/post/DI8yASqS09z,2025年04月27日 20:17,,0,Ch,2025-04-27 20:17:00,Sunday,20,0,False,False,True,0.972611844539642,positive,0.9679597914218903,positive,True,False,1st,0
cheya.ie,2025年04月26日 22:36,,22小時,會讓INFP一直跟你分享事情代表他很喜歡你,False,False,0,0,0,0,565,0,https://www.threads.net/@cheya.ie/post/DI6dMVDSt2t,2025年04月26日 22:36,,0,Ch,2025-04-26 22:36:00,Saturday,22,0,False,False,True,0.936804562807083,positive,0.941297709941864,positive,True,False,mixed,3
leong3316,2025年04月27日 16:58,leong3316,4小時,有谁愿意做我老婆我没车没房没有存款 不过我会努力,False,False,4,4,0,0,163,5,https://www.threads.net/@leong3316/post/DI8bTsIz6pt,2025年04月27日 16:58,,0,Ch,2025-04-27 16:58:00,Sunday,16,0,False,False,True,0.916012406349182,positive,0.916012316942215,positive,True,False,1st,0
sp800212,2025年04月27日 07:32,,13小時,「我怕努力沒結果。」 「不努力，結果更慘而已。」,False,False,5,1,0,4,638,3,https://www.threads.net/@sp800212/post/DI7aiSlyc1U,2025年04月27日 07:32,,0,Ch,2025-04-27 07:32:00,Sunday,7,0,False,False,True,0.206239779790243,negative,0.1949613392353058,negative,True,True,1st,0
xy_.1.8,2025年04月27日 15:02,,6小時,媽的我好想你 好想衝去找你,False,False,256,0,70,32,2707,7,https://www.threads.net/@xy_.1.8/post/DI8N-pBzSOM,2025年04月27日 15:02,,0,Ch,2025-04-27 15:02:00,Sunday,15,0,False,False,True,0.0413874983787537,negative,0.1529305875301361,negative,True,False,mixed,3
totallylostsoul,2025年04月27日 15:22,,5小時,I totally miss him everything about him,False,False,3,0,0,0,557,537,https://www.threads.net/@totallylostsoul/post/DI8QTLnOVMF,2025年04月27日 15:22,,0,en,2025-04-27 15:22:00,Sunday,15,0,False,False,False,0.5,neutral,0.5,neutral,True,False,none,4
sixkwz,2025年04月26日 22:55,,22小時,有你在身邊真好,False,False,14,0,0,1,661,0,https://www.threads.net/@sixkwz/post/DI6fS7uPvMq,2025年04月26日 22:55,,0,Ch,2025-04-26 22:55:00,Saturday,22,0,False,False,True,0.885805904865265,positive,0.8722353279590607,positive,True,False,2nd,1
mingmingmouye,2025年04月27日 00:21,,20小時,講開心嘢好易，講真話好難。,False,False,6,0,0,0,457,0,https://www.threads.net/@mingmingmouye/post/DI6pIqHSYUh,2025年04月27日 00:21,,0,Ch,2025-04-27 00:21:00,Sunday,0,0,False,False,True,0.84777107834816,positive,0.8713645040988922,positive,True,True,none,4
rx_mzel,2025年04月27日 19:32,rx_mzel,1小時,why life is so unfair?,False,False,2,2,0,0,2155,2,https://www.threads.net/@rx_mzel/post/DI8s5nvSLT7,2025年04月27日 19:32,,0,en,2025-04-27 19:32:00,Sunday,19,0,True,False,False,0.5,neutral,0.5,neutral,False,False,none,4
imranhvlog1,2025年04月27日 20:56,,16分鐘,Good evening everyone@highlight,False,False,0,0,0,0,564,0,https://www.threads.net/@imranhvlog1/post/DI82cU5zmtx,2025年04月27日 20:56,,0,en,2025-04-27 20:56:00,Sunday,20,0,False,False,False,0.5,neutral,0.5,neutral,True,False,none,4
deca666666,2025年04月27日 02:32,,18小時,希望到死都不要有人知道我的微博,False,False,0,1,0,0,1839,21,https://www.threads.net/@deca666666/post/DI64L_US60x,2025年04月27日 02:32,,0,Ch,2025-04-27 02:32:00,Sunday,2,0,False,False,True,0.821731269359589,positive,0.8217311501502991,positive,True,False,1st,0
magie790215,2025年04月27日 03:13,淡水,17小時,到底要吵到幾點啦～大家都不用睡覺是不是……從兩點多一直炸到現在……🤬🤬🤬,False,False,2,0,0,2,219,27,https://www.threads.net/@magie790215/post/DI68zqfSMgQ,2025年04月27日 03:13,🤬🤬🤬,3,Ch,2025-04-27 03:13:00,Sunday,3,0,False,False,False,0.149563588500023,negative,0.13188874304294587,negative,False,False,none,4
circle_0915,2025年04月27日 18:29,,2小時,因為很想做愛的這件事請生理假跟男友做愛會很糟糕嗎？ 雖然我也預計要離職了🙂,False,False,25,2,0,2,7969,22,https://www.threads.net/@circle_0915/post/DI8lpJCvBL9,2025年04月27日 18:29,🙂,1,Ch,2025-04-27 18:29:00,Sunday,18,0,True,False,True,0.731725637316704,positive,0.6417494648694991,neutral,True,False,1st,0
cute_okame,2025年04月27日 20:51,cute_okame,22分鐘,彼氏に突然別れようと言われた。 色々理由は述べられたんだけど、最終的には 『実は過去に薬に依存していた時期があった。今は使っていなくて今は依存性治療に通っている。』 との事で。 それでも別れたくなかったからなんとか引き止めて別れずにすんだんだけど… わからない世界すぎて、どうしたらいいのか😢 支えてあげたいとか、そんなおこがましい気持ちはない。ただそばに居たいだけなんだけど… 自己満かなぁ,False,False,1,0,0,0,83,11,https://www.threads.net/@cute_okame/post/DI8131iy5WL,2025年04月27日 20:51,😢,1,ja,2025-04-27 20:51:00,Sunday,20,0,False,False,False,0.485,neutral,0.41,neutral,False,False,none,4
08__mian,2025年04月27日 10:34,,10小時,「 你現在過得好嗎 你會不會想起我呢 」,False,False,89,0,11,2,900,9,https://www.threads.net/@08__mian/post/DI7vS1gJyNa,2025年04月27日 10:34,,0,Ch,2025-04-27 10:34:00,Sunday,10,0,False,False,True,0.795387178659439,positive,0.7755640149116516,positive,True,False,mixed,3
minahilfaisal30,2025年04月27日 14:45,,6小時,"If you can't touch Quran without wazu , Then u should never touch a women without nikkah ✨",False,False,110,40,4,1,4334,110,https://www.threads.net/@minahilfaisal30/post/DI8MB1CMM3F,2025年04月27日 14:45,✨,1,en,2025-04-27 14:45:00,Sunday,14,0,False,False,False,0.56,neutral,0.5599999999999999,neutral,True,False,2nd,1
sp800212,2025年04月27日 07:36,,13小時,「早知道就不那樣了。」 「太晚了。現在只能硬著頭皮走下去。」,False,False,7,1,0,4,357,0,https://www.threads.net/@sp800212/post/DI7a5JbSSYZ,2025年04月27日 07:36,,0,Ch,2025-04-27 07:36:00,Sunday,7,0,False,False,True,0.297658428549767,negative,0.07877030968666077,negative,True,True,none,4
ila_0110,2025年04月27日 11:56,,9小時,Nasib malang mesti berlaku lg2 bila Kau bergaduh suami isteri..😓,False,False,2,0,0,0,1030,22,https://www.threads.net/@ila_0110/post/DI74qsoz2EX,2025年04月27日 11:56,😓,1,ms,2025-04-27 11:56:00,Sunday,11,0,False,False,False,0.44,neutral,0.43999999999999995,neutral,False,False,none,4
iamcanemhey_,2025年04月27日 19:22,,1小時,"Totoo nga sabi nila once you get attached to that one person may label man o wala subrang sakit pag umalis, to the point na ayaw mo na humanap ng iba kasi your heart only craves that person.",False,False,8,1,3,0,199,94,https://www.threads.net/@iamcanemhey_/post/DI8rsQHTl0Y,2025年04月27日 19:22,,0,tl,2025-04-27 19:22:00,Sunday,19,0,False,False,False,0.5,neutral,0.5,neutral,False,False,2nd,1
maco___51,2025年04月27日 11:41,,9小時,我會真誠的愛你 可以給我一個肯定的答案嗎？,False,False,6,0,0,0,496,11,https://www.threads.net/@maco___51/post/DI73BmSSIRP,2025年04月27日 11:41,,0,Ch,2025-04-27 11:41:00,Sunday,11,0,True,False,True,0.799187779426575,positive,0.24380668997764587,negative,True,False,mixed,3
_kknoil,2025年04月26日 23:09,,22小時,ToGetHer滿足曬視覺聽覺心靈享受 接受唔到仲有6日先有新一集 快啲到禮拜五 1,False,False,1,0,0,0,358,1,https://www.threads.net/@_kknoil/post/DI6g6Tho-Sp,2025年04月26日 23:09,,0,Ch,2025-04-26 23:09:00,Saturday,23,0,False,False,False,0.980774313211441,positive,0.9612267315387726,positive,False,False,none,4
halab_you20,2025年04月27日 20:46,,29分鐘,"🦋-Di mo kailangan makipag kompetensya sa ibang lalaki,dahil mas minahal kita sa simpleng ikaw.",False,False,0,0,0,0,20,216,https://www.threads.net/@halab_you20/post/DI81TyHSlpT,2025年04月27日 20:46,🦋,1,tl,2025-04-27 20:46:00,Sunday,20,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
_gauriiiiii__,2025年04月27日 18:26,,2小時,Bhai ye Pakistan wale “ meme war” ko aura bol rahe hai 😂🤡,False,False,29,14,0,1,1537,3679,https://www.threads.net/@_gauriiiiii__/post/DI8lVskIeVQ,2025年04月27日 18:26,😂🤡,2,en,2025-04-27 18:26:00,Sunday,18,0,False,False,False,0.545,neutral,0.5449999999999999,neutral,False,True,none,4
missnmissing,2025年04月27日 19:04,,2小時,我說過很多遍介意的事 你還是做了 0426 0427 又愛回不回 問的又不回我 我病了去睡覺 還介意自己單車脫鏈我睡了？ 累不累不理我 上不上班不理我 為什麼趕時間不理我 我怎麼病了也不知道 那就別聊好了,False,False,1,0,0,0,305,4,https://www.threads.net/@missnmissing/post/DI8pqHYRRf1,2025年04月27日 19:04,,0,Ch,2025-04-27 19:04:00,Sunday,19,0,True,False,True,0.138700976967812,negative,0.15646252036094666,negative,True,False,mixed,3
dreame__girl_09,2025年04月27日 18:20,Online,2小時,I love you 💕💕,False,False,114,106,1,2,6508,223568,https://www.threads.net/@dreame__girl_09/post/DI8krNZvto5,2025年04月27日 18:20,💕💕,2,en,2025-04-27 18:20:00,Sunday,18,0,False,False,False,0.62,neutral,0.62,neutral,True,False,2nd,1
dhhdjsd7,2025年04月27日 17:43,,3小時,我之前一直以為你不愛發限動 後來才從別人口中知道你都發摯友,False,False,0,0,0,0,71,0,https://www.threads.net/@dhhdjsd7/post/DI8gYhgB_OV,2025年04月27日 17:43,,0,Ch,2025-04-27 17:43:00,Sunday,17,0,False,False,True,0.853951990604401,positive,0.8178054988384247,positive,True,False,mixed,3
esya_fiera,2025年04月27日 19:31,esya_fiera,1小時,ASSALAMUALAIKUM ♥️,False,False,9,6,0,1,1048,107,https://www.threads.net/@esya_fiera/post/DI8swCNvlHS,2025年04月27日 19:31,♥,1,sw,2025-04-27 19:31:00,Sunday,19,0,False,False,False,0.59,neutral,0.59,neutral,False,False,none,4
mud7douup,2025年04月27日 18:55,,2小時,唔想有遺憾嘅話就勇敢去愛一次啦,False,False,2,0,0,0,121,2,https://www.threads.net/@mud7douup/post/DI8op5XRXww,2025年04月27日 18:55,,0,Ch,2025-04-27 18:55:00,Sunday,18,0,False,False,True,0.959869831800461,positive,0.8736023008823395,positive,True,False,none,4
shruti_madhwal,2025年04月27日 17:07,,4小時,""" Kisi ko dil main rakho toh dil se rakho Dil rkhne ke lia , dil me na rakho """,False,False,11,2,0,0,638,794,https://www.threads.net/@shruti_madhwal/post/DI8cRHOzXqE,2025年04月27日 17:07,,0,ms,2025-04-27 17:07:00,Sunday,17,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
lovers_words0323,2025年04月27日 19:38,lovers_words0323 愛情語錄,1小時,「你知道嗎，我真的很開心和慶幸你在身邊陪我生活。」 我也是喔，謝謝你，陪伴在我身邊。 愛情語錄,False,False,2,0,0,0,57,0,https://www.threads.net/@lovers_words0323/post/DI8tmVqzJvJ,2025年04月27日 19:38,,0,Ch,2025-04-27 19:38:00,Sunday,19,0,False,False,True,0.882453401883443,positive,0.8628297746181488,positive,True,True,mixed,3
life._.story000,2025年04月27日 19:44,,1小時,《暗戀日記》 好想跟你越走越近 走到愛情的殿堂 牽著你的手 慢慢對你產生依賴 然後 無情的從破碎的夢中醒來,False,False,4,0,0,0,27,2,https://www.threads.net/@life._.story000/post/DI8uRTyTNsd,2025年04月27日 19:44,,0,Ch,2025-04-27 19:44:00,Sunday,19,0,False,False,True,0.982446283102036,positive,0.9818828403949738,positive,True,False,2nd,1
08__mian,2025年04月27日 11:57,,9小時,「 如果可以 我愛你 」,False,False,26,0,2,3,373,9,https://www.threads.net/@08__mian/post/DI740KWJmLt,2025年04月27日 11:57,,0,Ch,2025-04-27 11:57:00,Sunday,11,0,False,False,True,0.828595489263535,positive,0.8561661839485168,positive,True,False,mixed,3
rejiya1575,2025年04月26日 21:36,,23小時,Do you love Prophet Muhammad ﷺ?❤️,False,False,37,2,0,1,1288,36691,https://www.threads.net/@rejiya1575/post/DI6WTl8SEG9,2025年04月26日 21:36,❤,1,en,2025-04-26 21:36:00,Saturday,21,0,True,False,False,0.56,neutral,0.62,neutral,True,False,2nd,1
caramelmishchiato,2025年04月27日 20:18,,59分鐘,"Out of topic but if your boyfriend is older than you, don’t argue with him, older people don’t listen.",False,False,0,0,0,0,47,36,https://www.threads.net/@caramelmishchiato/post/DI8yJ-WNDKe,2025年04月27日 20:18,,0,en,2025-04-27 20:18:00,Sunday,20,0,False,False,False,0.5,neutral,0.5,neutral,True,False,none,4
ezeeeeel04,2025年04月27日 18:56,,2小時,The loud disrespect when you realize he was never going to tell you if you never found out.,False,False,7,0,1,2,270,36,https://www.threads.net/@ezeeeeel04/post/DI8oxPGJytT,2025年04月27日 18:56,,0,en,2025-04-27 18:56:00,Sunday,18,0,False,False,False,0.5,neutral,0.5,neutral,True,False,mixed,3
rejiya1575,2025年04月27日 18:08,,3小時,Tahajjud is life changer. ♥,False,False,6,3,1,0,399,36691,https://www.threads.net/@rejiya1575/post/DI8jUPHSyoE,2025年04月27日 18:08,♥,1,lg,2025-04-27 18:08:00,Sunday,18,0,False,False,False,0.59,neutral,0.59,neutral,False,False,none,4
emili_amarlin,2025年04月27日 14:20,,6小時,"Jesus, I need you.",False,False,12,2,0,0,525,671,https://www.threads.net/@emili_amarlin/post/DI8JLbiKkpw,2025年04月27日 14:20,,0,en,2025-04-27 14:20:00,Sunday,14,0,False,False,False,0.5,neutral,0.5,neutral,True,False,1st,0
sophi_taylor4,2025年04月27日 15:04,,6小時,Can I follow you on Instagram? 🤔,False,False,10,2,0,3,444,820,https://www.threads.net/@sophi_taylor4/post/DI8OP7ENp01,2025年04月27日 15:04,🤔,1,en,2025-04-27 15:04:00,Sunday,15,0,True,False,False,0.5,neutral,0.5,neutral,True,False,mixed,3
_xlnoway,2025年04月27日 16:38,,4小時,我不需要不珍惜我的人,False,False,2,1,0,0,249,0,https://www.threads.net/@_xlnoway/post/DI8Y_XtpMKQ,2025年04月27日 16:38,,0,Ch,2025-04-27 16:38:00,Sunday,16,0,False,False,True,0.812032490968704,positive,0.8120325803756714,positive,True,False,1st,0
karimmonika977,2025年04月27日 11:49,commented on your profile picture,9小時,Yes Handsome I like you🫣,False,False,161,66,1,1,4238,407,https://www.threads.net/@karimmonika977/post/DI734IuhRRn,2025年04月27日 11:49,🫣,1,en,2025-04-27 11:49:00,Sunday,11,0,False,False,False,0.5,neutral,0.5,neutral,True,False,1st,0
rejiya1575,2025年04月27日 19:54,,1小時,Kia koi Muslim threads per hai ? 💜,False,False,7,5,0,0,660,36693,https://www.threads.net/@rejiya1575/post/DI8vXzxy8ey,2025年04月27日 19:54,💜,1,en,2025-04-27 19:54:00,Sunday,19,0,True,False,False,0.5,neutral,0.5,neutral,False,False,none,4
amethystxaqua,2025年04月27日 18:42,,2小時,@simp.ot18Christina larry I miss u,False,False,0,0,0,0,490,34,https://www.threads.net/@amethystxaqua/post/DI8nNusNnDd,2025年04月27日 18:42,,0,en,2025-04-27 18:42:00,Sunday,18,0,False,False,False,0.5,neutral,0.5,neutral,False,False,1st,0
violetexquisite,2025年04月27日 19:39,,1小時,I wish you liked me back :(,False,False,2,0,0,0,1638,4257,https://www.threads.net/@violetexquisite/post/DI8tuM0Opdd,2025年04月27日 19:39,,0,en,2025-04-27 19:39:00,Sunday,19,0,False,False,False,0.5,neutral,0.5,neutral,True,False,2nd,1
rejiya1575,2025年04月27日 19:53,,1小時,Sorry I love YOU 💖,False,False,3,1,0,0,190,36694,https://www.threads.net/@rejiya1575/post/DI8vSk6yOsF,2025年04月27日 19:53,💖,1,en,2025-04-27 19:53:00,Sunday,19,0,False,False,False,0.62,neutral,0.62,neutral,True,False,mixed,3
nafisa.akter.5201,2025年04月27日 08:19,,13小時,"My hero is Prophet Muhammad ﷺ ❤️, and your?",False,False,219,54,2,1,4070,562,https://www.threads.net/@nafisa.akter.5201/post/DI7f3FVhikZ,2025年04月27日 08:19,❤,1,en,2025-04-27 08:19:00,Sunday,8,0,True,False,False,0.62,neutral,0.62,neutral,False,False,none,4
raa.hasanul_,2025年04月27日 14:01,,7小時,"Sebab cara kau ni tak kena, jangan sampai kena letop je 🤭",False,False,1,5,0,0,544,142,https://www.threads.net/@raa.hasanul_/post/DI8G9nVpEWQ,2025年04月27日 14:01,🤭,1,id,2025-04-27 14:01:00,Sunday,14,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
rejiya1575,2025年04月27日 19:55,,1小時,Assalamualaikum 😘 cutie 7,False,False,7,0,0,0,392,36695,https://www.threads.net/@rejiya1575/post/DI8vemDSvY8,2025年04月27日 19:55,😘,1,sw,2025-04-27 19:55:00,Sunday,19,0,False,False,False,0.62,neutral,0.62,neutral,False,False,none,4
vrr_pov,2025年04月27日 08:40,,12小時,"to be loved, without any hesitation",False,False,475,4,207,6,14000,362,https://www.threads.net/@vrr_pov/post/DI7iR8HSlS7,2025年04月27日 08:40,,0,en,2025-04-27 08:40:00,Sunday,8,1,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
nafisa.akter.5201,2025年04月26日 21:28,,23小時,I have lost many followers after posting about Palestine 🇵🇸 but I dont care। 🤨,False,False,1044,96,47,1,10000,562,https://www.threads.net/@nafisa.akter.5201/post/DI6VZqRBbNK,2025年04月26日 21:28,🤨,1,en,2025-04-26 21:28:00,Saturday,21,1,False,False,False,0.5,neutral,0.5,neutral,False,False,1st,0
