author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim,is_subjective,sent_score_avg,sent_label_avg,sentiment_score,sentiment_label,is_subjective_post,is_satire_humor_simple,person_view,person_view_encoded
sayless_kp,2025年04月29日 02:58,NBAThreads,13小時,Damian Lillard NBA career done,False,False,1,0,0,0,426,1123,https://www.threads.net/@sayless_kp/post/DJAEuUQp7L1,2025年04月29日 02:58,,0,en,2025-04-29 02:58:00,Tuesday,2,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
fuhcf7821,2025年04月27日 19:41,,33分鐘,找女友秒回 台北 當我女友的好處 1.拒絕速食愛情👉👈 2.專一🥹 3.不會隨便說分手🙂 4. 可以电话📞 5.會陪妳打遊戲🎮 6.可以見面🫢 7.有時情緒不穩定🙃 8.很黏人😳 9.不會冷暴力😙 10.有耐心 生气了我哄你😝 11.佔有慾MAX😅 12.會跟異性保持距離😉 13.滿眼都是妳😉 14.桌布會是妳🥹🥲 15情頭標註都可以👌 16其他異性都退追🫡 我的女友勒..🥲,False,False,12,2,0,0,850,142,https://www.threads.net/@fuhcf7821/post/DI8t5u5hEe0,2025年04月27日 19:41,👉👈🥹🙂📞🎮🫢🙃😳😙😝😅😉😉🥹🥲👌🫡🥲,19,Ch,2025-04-27 19:41:00,Sunday,19,0,False,False,True,0.715621339678764,positive,0.715621339678764,positive,True,True,mixed,3
kahny1963,2025年04月29日 00:11,,15小時,I'm back,False,False,95,19,14,0,1957,415,https://www.threads.net/@kahny1963/post/DI_xqjOJeyC,2025年04月29日 00:11,,0,sv,2025-04-29 00:11:00,Tuesday,0,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
__anitsu,2025年04月27日 14:38,,6小時,史上最難數學題： 一個四人閨蜜群最多有幾個ig群組？,False,False,6652,100,96,435,280000,22,https://www.threads.net/@__anitsu/post/DI8LRUsSVYL,2025年04月27日 14:38,,0,Ch,2025-04-27 14:38:00,Sunday,14,1,True,False,False,0.90275701880455,positive,0.828067272901535,positive,False,False,none,4
xinyuuu_0131,2025年04月28日 21:29,,1小時,自從夏以晝看到多O多滋出香菜口味之後就拒買了,False,False,1,0,0,0,390,22,https://www.threads.net/@xinyuuu_0131/post/DI_fHMpzMKK,2025年04月28日 21:29,,0,Ch,2025-04-28 21:29:00,Monday,21,0,False,False,False,0.116877853870392,negative,0.116877853870392,negative,False,False,none,4
tteokbokki33_,2025年04月27日 03:49,,17小時,希望你唔好辜負埋我對你最後嘅信任,False,False,4,0,0,0,832,15,https://www.threads.net/@tteokbokki33_/post/DI7A_itBI0f,2025年04月27日 03:49,,0,Ch,2025-04-27 03:49:00,Sunday,3,0,False,False,True,0.205744653940201,negative,0.205744653940201,negative,True,False,mixed,3
,2025年04月27日 18:37,,1小時,@tommycat.01你懂他在講什麼嗎 什麼八強前面還有七個,False,False,0,1,0,0,2747,183,https://www.threads.net/@yujung.__/post/DI8mos5B_6e,2025年04月27日 18:37,,0,Ch,2025-04-27 18:37:00,Sunday,18,0,False,False,True,0.226462453603745,negative,0.226462453603745,negative,True,False,mixed,3
star_anita_410,2025年04月28日 13:56,,4小時,章老師我在ktv手機要沒電了你別啊啊啊啊啊啊啊啊啊啊,False,False,1,0,0,0,277,234,https://www.threads.net/@star_anita_410/post/DI-rMciPr4P,2025年04月28日 13:56,,0,Ch,2025-04-28 13:56:00,Monday,13,0,False,False,True,0.830211102962494,positive,0.830211102962494,positive,True,False,mixed,3
y.____nn,2025年04月27日 01:04,,19小時,生你氣時關勿擾，但其實超他媽想收到你訊息,False,False,3,0,0,0,0,7,https://www.threads.net/@y.____nn/post/DI6uDQHBm-x,2025年04月27日 01:04,,0,Ch,2025-04-27 01:04:00,Sunday,1,0,False,False,True,0.140800505876541,negative,0.140800505876541,negative,True,False,mixed,3
amikokelly,2025年04月29日 11:33,,4小時,"Good job, Canada.",False,False,90,1,2,1,9095,8176,https://www.threads.net/@amikokelly/post/DJA_ofytuTk,2025年04月29日 11:33,,0,so,2025-04-29 11:33:00,Tuesday,11,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
,2025年04月28日 14:26,射手座,1天,好 說說看你喜歡哪個😃,False,False,919,1,25,48,15000,99881,https://www.threads.net/@sagittariustw88/post/DI-ushyBEpi,2025年04月28日 14:26,😃,1,Ch,2025-04-28 14:26:00,Monday,14,1,False,False,True,0.890389574766159,positive,0.890389574766159,positive,True,False,2nd,1
won.dak.bok.keum.myeon,2025年04月27日 21:43,,20小時,洪知秀居然在直播！！！,False,False,0,0,0,0,1007,9,https://www.threads.net/@won.dak.bok.keum.myeon/post/DI8706-vFJ-,2025年04月27日 21:43,,0,Ch,2025-04-27 21:43:00,Sunday,21,0,False,True,False,0.228557795286179,negative,0.19425305724144,negative,False,True,none,4
oglam_style,2025年04月29日 13:51,,1小時,"Canadians voted decency, humility, honesty and bravery! Congratulations PM Mark Carney.",False,False,5,0,0,0,2216,6549,https://www.threads.net/@oglam_style/post/DJBPfbORtTo,2025年04月29日 13:51,,0,en,2025-04-29 13:51:00,Tuesday,13,0,False,True,False,0.5,neutral,0.5,neutral,False,False,none,4
mina_0925__,2025年04月28日 04:28,,14小時,我的影片都是某個人一直喊창민아!!!!!!! 영훈아!!!!!的聲音..,False,False,11,2,0,1,1370,469,https://www.threads.net/@mina_0925__/post/DI9qM8rzqyY,2025年04月28日 04:28,,0,Ch,2025-04-28 04:28:00,Monday,4,0,False,True,True,0.609299918015798,neutral,0.225866228342056,negative,True,False,1st,0
maryasinterlude,2025年04月27日 17:21,,4小時,"When Allah is by your side, even your smallest beginnings are filled with endless barakah.",False,False,1,0,0,0,23,2,https://www.threads.net/@maryasinterlude/post/DI8d5buC1Y_,2025年04月27日 17:21,,0,en,2025-04-27 17:21:00,Sunday,17,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
oaoa.5525,2025年04月28日 15:27,,7小時,我们内地气氛好得不得了诶,False,False,20,2,0,1,640,3,https://www.threads.net/@oaoa.5525/post/DI-1m-SzPge,2025年04月28日 15:27,,0,Ch,2025-04-28 15:27:00,Monday,15,0,False,False,True,0.907770693302155,positive,0.907770693302155,positive,True,False,1st,0
ricky_likiiii,2025年04月27日 20:24,,23小時,欸不是 我突然覺得拼盤沒必要 但我要賭二巡嗎？,False,False,76,7,0,1,2848,104,https://www.threads.net/@ricky_likiiii/post/DI8yzWQzOhs,2025年04月27日 20:24,,0,Ch,2025-04-27 20:24:00,Sunday,20,0,True,False,True,0.879151403903961,positive,0.861831605434418,positive,True,False,1st,0
xy_.1.8,2025年04月27日 15:02,,6小時,媽的我好想你 好想衝去找你,False,False,256,0,70,32,2707,7,https://www.threads.net/@xy_.1.8/post/DI8N-pBzSOM,2025年04月27日 15:02,,0,Ch,2025-04-27 15:02:00,Sunday,15,0,False,False,True,0.0413874983787537,negative,0.0413874983787537,negative,True,False,mixed,3
fuyusumile,2025年04月27日 19:31,fuyusumile,38分鐘,タイミ-カスタマー…中身が在宅でどうにもならない。クレーム読んでも理解出来ない。定型分しか送ってこない。突っ込んで返信すると別人が返信してくる。役に立たなすぎる。 時間の無駄だから、監督署と警察から連絡してもらった方が早い。,False,False,0,0,0,0,34,0,https://www.threads.net/@fuyusumile/post/DI8syYezIqs,2025年04月27日 19:31,,0,Ch,2025-04-27 19:31:00,Sunday,19,0,False,False,False,0.810718521475792,positive,0.948309570550919,positive,False,True,none,4
orangefishber,2025年04月28日 09:48,,13小時,睽違許久再合體辦演唱會 對大家都是很珍貴的 如何讓這份珍貴的心意不被中間的其他人利用 我覺得非常難(希望大家都做個人啊⋯),False,False,7,0,0,0,294,14,https://www.threads.net/@orangefishber/post/DI-O2S1S64b,2025年04月28日 09:48,,0,Ch,2025-04-28 09:48:00,Monday,9,0,False,False,True,0.883099585771561,positive,0.883099585771561,positive,True,False,mixed,3
claire.713_joyful,2025年04月28日 01:41,,16小時,媽的我剛才看到之前當站子的台偶去表演唱了我當年最愛他的一首歌看到快哭了（超久沒演出唱過,False,False,2,0,0,0,452,935,https://www.threads.net/@claire.713_joyful/post/DI9XH0RzbFR,2025年04月28日 01:41,,0,Ch,2025-04-28 01:41:00,Monday,1,0,False,False,True,0.776295840740204,positive,0.776295840740204,positive,True,False,mixed,3
goooosleep,2025年04月29日 12:03,,4小時,为什么蝴蝶要飞到十六楼？,False,False,1,1,0,0,997,6,https://www.threads.net/@goooosleep/post/DJBDJX2yvX3,2025年04月29日 12:03,,0,Ch,2025-04-29 12:03:00,Tuesday,12,0,True,False,False,0.165930837392807,negative,0.131999135017395,negative,False,False,none,4
winrina_0411_0101,2025年04月27日 14:00,aespa aespa aespa,8小時,雨女們去泰國了 曼谷現在下雨🌧️👀,False,False,88,1,1,10,5396,1048,https://www.threads.net/@winrina_0411_0101/post/DI8G6ZgSiJu,2025年04月27日 14:00,🌧👀,2,Ch,2025-04-27 14:00:00,Sunday,14,0,False,False,False,0.727383875846863,positive,0.727383875846863,positive,False,False,none,4
rx_mzel,2025年04月27日 19:32,rx_mzel,1小時,why life is so unfair?,False,False,2,2,0,0,2155,2,https://www.threads.net/@rx_mzel/post/DI8s5nvSLT7,2025年04月27日 19:32,,0,en,2025-04-27 19:32:00,Sunday,19,0,True,False,False,0.5,neutral,0.5,neutral,False,False,none,4
shemo_artjourney,2025年04月27日 17:53,,2小時,"Friends in Vancouver, let us know you're ok. 🙏",False,False,10,0,0,1,29000,63,https://www.threads.net/@shemo_artjourney/post/DI8hkpFBGHP,2025年04月27日 17:53,🙏,1,en,2025-04-27 17:53:00,Sunday,17,1,False,False,False,0.5,neutral,0.5,neutral,True,False,none,4
mgajosh,2025年04月29日 06:52,,9小時,I went to Jimmy John’s and made a Sub-deal,False,False,3,0,0,1,3571,140,https://www.threads.net/@mgajosh/post/DJAfereNfvc,2025年04月29日 06:52,,0,en,2025-04-29 06:52:00,Tuesday,6,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
7y_._mn,2025年04月27日 17:15,,4小時,希望可以在生日前談上一場甜甜的戀愛,False,False,4,0,0,0,270,4,https://www.threads.net/@7y_._mn/post/DI8dJldP9U2,2025年04月27日 17:15,,0,Ch,2025-04-27 17:15:00,Sunday,17,0,False,False,True,0.994341939687729,positive,0.994341939687729,positive,True,False,none,4
_yummy_cheese_,2025年04月28日 01:21,,17小時,李赫宰： 這裡（EAST COAST）看起來有七萬人 那看來我們要去台北大巨蛋了啊🤩 83,False,False,83,0,0,0,1848,688,https://www.threads.net/@_yummy_cheese_/post/DI9U1oszDSE,2025年04月28日 01:21,🤩,1,Ch,2025-04-28 01:21:00,Monday,1,0,False,False,True,0.927183161377907,positive,0.927183161377907,positive,True,False,1st,0
shanemartin77,2025年04月29日 10:49,,5小時,Canada 🇨🇦 just might have fallen!,False,False,15,1,0,0,706,110,https://www.threads.net/@shanemartin77/post/DJA6pgltGgv,2025年04月29日 10:49,,0,en,2025-04-29 10:49:00,Tuesday,10,0,False,True,False,0.5,neutral,0.5,neutral,False,False,none,4
takowasa9619,2025年04月29日 14:36,,1小時,ママ友募集かけてみようかな…？ ママ友欲しい気持ちはある…💦スッピンOKとか憧れます笑,False,False,1,0,0,0,136,0,https://www.threads.net/@takowasa9619/post/DJBUj1UxXWH,2025年04月29日 14:36,💦,1,ja,2025-04-29 14:36:00,Tuesday,14,0,True,False,False,0.5,neutral,0.5,neutral,False,False,none,4
wild_rose_baby_,2025年04月29日 15:25,,25分鐘,I hate that I present as an independent woman who doesn't need any help. It's a facade. Help me.!,False,False,2,0,0,0,119,643,https://www.threads.net/@wild_rose_baby_/post/DJBaLjiMyAt,2025年04月29日 15:25,,0,en,2025-04-29 15:25:00,Tuesday,15,0,False,True,False,0.5,neutral,0.5,neutral,True,False,1st,0
_yujin_03.20,2025年04月28日 19:03,,4小時,有六首歌 讓我猶豫了🥹,False,False,0,0,0,0,222,80,https://www.threads.net/@_yujin_03.20/post/DI_OWm_pJav,2025年04月28日 19:03,🥹,1,Ch,2025-04-28 19:03:00,Monday,19,0,False,False,True,0.800812855362892,positive,0.800812855362892,positive,True,False,1st,0
peiagt96,2025年04月27日 05:11,,15小時,女生只有在乎你的時候才會對你管東管西 不在乎你了 你也可有可無了,False,False,0,0,0,0,239,1,https://www.threads.net/@peiagt96/post/DI7KUzSz89N,2025年04月27日 05:11,,0,Ch,2025-04-27 05:11:00,Sunday,5,0,False,False,True,0.841043919324875,positive,0.841043919324875,positive,True,False,2nd,1
duncadunk,2025年04月29日 14:44,,1小時,Blue is Beyonce in size super-model,False,False,4,0,0,0,1332,987,https://www.threads.net/@duncadunk/post/DJBVkbVxfXM,2025年04月29日 14:44,,0,en,2025-04-29 14:44:00,Tuesday,14,0,False,False,False,0.5,neutral,0.5,neutral,True,False,none,4
mytherapisttoldmee,2025年04月29日 06:18,,9小時,NORMALIZE NOT WANTING TO BE AROUND CERTAIN PEOPLE ANYMORE BECAUSE OF THE WAY THEY MAKE YOU FEEL.,False,False,11000,57,2035,186,160000,58108,https://www.threads.net/@mytherapisttoldmee/post/DJAbmTPvbSt,2025年04月29日 06:18,,0,en,2025-04-29 06:18:00,Tuesday,6,1,False,False,False,0.5,neutral,0.5,neutral,True,False,mixed,3
_uwusagi._,2025年04月28日 13:31,,5小時,週末好不容易回血大概70%又被打到剩20% 我現在靠東哥吊著一口氣而已,False,False,0,0,0,0,653,129,https://www.threads.net/@_uwusagi._/post/DI-oVBDhzrT,2025年04月28日 13:31,,0,Ch,2025-04-28 13:31:00,Monday,13,0,False,False,True,0.759999930858612,positive,0.759999930858612,positive,True,False,1st,0
melissakeklak_,2025年04月29日 00:58,,15小時,As an artist manager it’s so important to pick and chose your battles.,False,False,8,1,1,0,949,5062,https://www.threads.net/@melissakeklak_/post/DI_2_YovadY,2025年04月29日 00:58,,0,en,2025-04-29 00:58:00,Tuesday,0,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
ktyunpy,2025年04月28日 21:42,李赫海,2小時,消息總是爆炸一瞬間 大家莫急莫慌 看來龜記只是合作發文 不是代言 看起來另有東西拍攝中 大家敬請期待 謝謝哥哥們知道我們五月可能會很空虛 快點來點新消息花錢吧😃😃,False,False,345,2,0,16,6582,955,https://www.threads.net/@ktyunpy/post/DI_giX0T9rm,2025年04月28日 21:42,😃😃,2,Ch,2025-04-28 21:42:00,Monday,21,0,False,False,True,0.806325442790985,positive,0.806325442790985,positive,True,False,1st,0
hch._1023,2025年04月27日 22:52,,20小時,第一次追就兩張牌都被翻要不要入坑啊😍,False,False,1,0,0,0,418,308,https://www.threads.net/@hch._1023/post/DI9DxYYzvmY,2025年04月27日 22:52,😍,1,Ch,2025-04-27 22:52:00,Sunday,22,0,False,False,False,0.418976707458496,neutral,0.418976707458496,neutral,False,False,none,4
pscythe.music,2025年04月28日 21:34,,18小時,I miss my GF bro,False,False,0,0,0,0,395,98,https://www.threads.net/@pscythe.music/post/DI_fpzZJens,2025年04月28日 21:34,,0,en,2025-04-28 21:34:00,Monday,21,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
mwm.46lin,2025年04月26日 23:55,,20小時,不要半夜破房了 半夜你在破房 他在跟別的女生聊得很開心,False,False,10,1,0,1,405,12,https://www.threads.net/@mwm.46lin/post/DI6mJL_Tzxn,2025年04月26日 23:55,,0,Ch,2025-04-26 23:55:00,Saturday,23,0,False,False,True,0.846756964921951,positive,0.846756964921951,positive,True,False,mixed,3
bgkiyo.05_24,2025年04月28日 11:05,,12小時,幹為什麼我哀居便利貼直接不見了,False,False,0,0,0,0,903,232,https://www.threads.net/@bgkiyo.05_24/post/DI-XqD7TY3s,2025年04月28日 11:05,,0,Ch,2025-04-28 11:05:00,Monday,11,0,False,False,True,0.0547436773777008,negative,0.0547436773777008,negative,True,False,1st,0
colli_ns644,2025年04月27日 15:38,,5小時,"Akala ko okay tayo, Akala lang pala.",False,False,0,0,0,0,801,1,https://www.threads.net/@colli_ns644/post/DI8SEXbB1FK,2025年04月27日 15:38,,0,tl,2025-04-27 15:38:00,Sunday,15,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
masa.taro__8,2025年04月28日 14:13,,5小時,台中又在下這種大不大小不小的雨 上班就會很煩很躁 但是我有超特急的歌！！！拯救地球👊 （在中二什麼 11,False,False,11,0,0,0,271,338,https://www.threads.net/@masa.taro__8/post/DI-tOG7hsYW,2025年04月28日 14:13,👊,1,Ch,2025-04-28 14:13:00,Monday,14,0,False,True,True,0.818841442465782,positive,0.792554169893265,positive,True,True,1st,0
kaobar.official,2025年04月28日 21:45,114會考生,1小時,身為114會考生的你，今天過的還好嗎（關於看到四模的同學們） 沒事沒事，還有會考呢，再加把勁！,False,False,107,0,0,0,1954,728,https://www.threads.net/@kaobar.official/post/DI_g9FhzJIU,2025年04月28日 21:45,,0,Ch,2025-04-28 21:45:00,Monday,21,0,False,True,True,0.945826977491379,positive,0.954218238592148,positive,True,True,2nd,1
juy_12_06,2025年04月29日 13:30,,2小時,勇士3:1 兩天後期待4:1🔥🔥🔥,False,False,0,0,0,0,2295,228,https://www.threads.net/@juy_12_06/post/DJBNErEzhJ8,2025年04月29日 13:30,🔥🔥🔥,3,Ch,2025-04-29 13:30:00,Tuesday,13,0,False,False,False,0.930659626126289,positive,0.930659626126289,positive,False,False,none,4
lunaaaaaaaaaaaa00,2025年04月27日 15:57,,4小時,其實比起那兩個翻臉的我更討厭你 要是你也和我翻臉就好了 那時候看到你一邊在我和他之間周旋 一邊和我說你是我最好的朋友就感覺惡心 也對 你也不可能為了我和他斷聯繫 畢竟你也不是只能圍著我轉 可當時我只有你了,False,False,0,0,0,0,109,0,https://www.threads.net/@lunaaaaaaaaaaaa00/post/DI8UTT6y8Vp,2025年04月27日 15:57,,0,Ch,2025-04-27 15:57:00,Sunday,15,0,False,False,True,0.794058471918106,positive,0.794058471918106,positive,True,False,mixed,3
totallylostsoul,2025年04月27日 15:22,,5小時,I totally miss him everything about him,False,False,3,0,0,0,557,537,https://www.threads.net/@totallylostsoul/post/DI8QTLnOVMF,2025年04月27日 15:22,,0,en,2025-04-27 15:22:00,Sunday,15,0,False,False,False,0.5,neutral,0.5,neutral,True,False,none,4
at_go.pa,2025年04月28日 16:39,,6小時,岸題目你們對我很好😚🍀🍀🍀🍀,False,False,0,0,0,0,528,203,https://www.threads.net/@at_go.pa/post/DI-95hBBfRJ,2025年04月28日 16:39,😚🍀🍀🍀🍀,5,Ch,2025-04-28 16:39:00,Monday,16,0,False,False,True,0.730321756005287,positive,0.730321756005287,positive,True,False,mixed,3
annie_hyunee,2025年04月27日 02:14,,18小時,造黄瑶和传播黄瑶的都贱的没边了我说……,False,False,0,0,0,0,795,4,https://www.threads.net/@annie_hyunee/post/DI62GM7SGjT,2025年04月27日 02:14,,0,Ch,2025-04-27 02:14:00,Sunday,2,0,False,False,True,0.0459262132644653,negative,0.0459262132644653,negative,True,False,1st,0
cake.bbangkery,2025年04月28日 00:59,,17小時,我想認真地詢問一下有沒有人拍到大螢幕柱茉莉手幅的影片ㅜㅜㅜㅜㅜㅜ,False,False,1,0,0,0,432,420,https://www.threads.net/@cake.bbangkery/post/DI9STkBhD8e,2025年04月28日 00:59,,0,Ch,2025-04-28 00:59:00,Monday,0,0,False,False,True,0.148122578859329,negative,0.148122578859329,negative,True,False,1st,0
yuii_1.6,2025年04月28日 02:23,NMIXX,15小時,吳海嫄🫧說能看到很多恩瑟很開心還說台北的應援法太讚了 ㅠㅠ,False,False,176,1,0,0,1913,244,https://www.threads.net/@yuii_1.6/post/DI9b4AqS1hI,2025年04月28日 02:23,🫧,1,Ch,2025-04-28 02:23:00,Monday,2,0,False,False,True,0.968908548355103,positive,0.968908548355103,positive,True,False,none,4
yk186491580923,2025年04月28日 14:50,,8小時,我為什麼還卡在差異分析(外查客戶) 不要這個時候通知查帳啦,False,False,0,0,0,0,481,122,https://www.threads.net/@yk186491580923/post/DI-xakTxDvA,2025年04月28日 14:50,,0,Ch,2025-04-28 14:50:00,Monday,14,0,False,False,True,0.0917506515979767,negative,0.0917506515979767,negative,True,False,1st,0
_winny.c,2025年04月28日 13:07,,5小時,權志龍澳門場 戰敗。,False,False,13,0,0,0,1270,220,https://www.threads.net/@_winny.c/post/DI-lpqHSfqk,2025年04月28日 13:07,,0,Ch,2025-04-28 13:07:00,Monday,13,0,False,False,False,0.943661779165268,positive,0.920608848333359,positive,False,True,none,4
kusumiapa04,2025年04月28日 02:43,,20小時,韩国人真的好喜欢玩股，十个里面得有五六个有股票账户。,False,False,0,0,0,0,323,36,https://www.threads.net/@kusumiapa04/post/DI9eKjTBDGO,2025年04月28日 02:43,,0,Ch,2025-04-28 02:43:00,Monday,2,0,False,False,True,0.969002813100815,positive,0.966118812561035,positive,True,True,none,4
zmhbsjmr,2025年04月28日 09:13,,10小時,喜欢看电影，去影院上班不会让我恨上电影院吧,False,False,2,5,0,0,236,26,https://www.threads.net/@zmhbsjmr/post/DI-K3xhz4EO,2025年04月28日 09:13,,0,Ch,2025-04-28 09:13:00,Monday,9,0,False,False,True,0.995824217796326,positive,0.995824217796326,positive,True,False,1st,0
2675613239qq,2025年04月27日 11:04,,9小時,【尹科爆料】：澳大利亚总统因关税问题颜面扫地。2025年3月27日18时30分。,False,False,1,1,0,0,1709,0,https://www.threads.net/@2675613239qq/post/DI7ywPSxhTD,2025年04月27日 11:04,,0,Ch,2025-04-27 11:04:00,Sunday,11,0,False,False,False,0.539276480674744,neutral,0.78484171628952,positive,False,True,none,4
mia._.1332,2025年04月27日 12:27,,7小時,完蛋 我的YouTube已經開始出現4個廣告了 我的記憶還停留在2個廣告🫠,False,False,0,0,0,0,635,1,https://www.threads.net/@mia._.1332/post/DI78RpyzHd_,2025年04月27日 12:27,🫠,1,Ch,2025-04-27 12:27:00,Sunday,12,0,False,False,True,0.170929998159409,negative,0.170929998159409,negative,True,False,1st,0
violetcupid,2025年04月27日 18:48,,1小時,Delete one thing from Earth?,False,False,3,0,0,0,886,370,https://www.threads.net/@violetcupid/post/DI8n4JfuIFu,2025年04月27日 18:48,,0,en,2025-04-27 18:48:00,Sunday,18,0,True,False,False,0.5,neutral,0.5,neutral,False,False,none,4
lllleee_,2025年04月27日 12:33,,9小時,小巨蛋就好不要開別的地方了我將崩潰,False,False,13,4,0,0,3175,222,https://www.threads.net/@lllleee_/post/DI785LzpUXs,2025年04月27日 12:33,,0,Ch,2025-04-27 12:33:00,Sunday,12,0,False,False,True,0.182882428169251,negative,0.182882428169251,negative,True,False,1st,0
ms_a_renee__,2025年04月29日 14:01,beyonce,2小時,Beyonce is the hardest working person in entertainment! Period 👏🏾,False,False,16,0,0,0,2587,169,https://www.threads.net/@ms_a_renee__/post/DJBQjSEuCy7,2025年04月29日 14:01,👏🏾,2,en,2025-04-29 14:01:00,Tuesday,14,0,False,True,False,0.53,neutral,0.56,neutral,False,False,none,4
_012.3_c,2025年04月27日 05:09,,15小時,有冇人chat 熟咗俾大acc你fol😭😭 太無聊啦個個訓曬,False,False,37,6,0,1,1221,3,https://www.threads.net/@_012.3_c/post/DI7KIG0zW9s,2025年04月27日 05:09,😭😭,2,Ch,2025-04-27 05:09:00,Sunday,5,0,False,False,True,0.274602774977684,negative,0.274602774977684,negative,True,False,2nd,1
wen.stars,2025年04月27日 22:35,,20小時,追星被稱站姐站哥，到球場變成砲哥 我不是站姐，但也不想被叫砲姐…,False,False,1,0,0,0,482,64,https://www.threads.net/@wen.stars/post/DI9B2WvStpS,2025年04月27日 22:35,,0,Ch,2025-04-27 22:35:00,Sunday,22,0,False,False,True,0.844526916742325,positive,0.844526916742325,positive,True,False,1st,0
simimoonlight,2025年04月29日 06:26,,9小時,I can’t wait to watch Beyoncé on TikTok tonight 🫶🏿🥹,False,False,2656,29,280,47,56000,65732,https://www.threads.net/@simimoonlight/post/DJAchYluyRb,2025年04月29日 06:26,🫶🏿🥹,3,en,2025-04-29 06:26:00,Tuesday,6,1,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
koes22me,2025年04月28日 18:50,,4小時,明天買泡泡介面應該不會當掉ㄅ⋯⋯,False,False,2,0,0,0,186,7,https://www.threads.net/@koes22me/post/DI_M3JdSj_7,2025年04月28日 18:50,,0,Ch,2025-04-28 18:50:00,Monday,18,0,False,False,False,0.949553847312927,positive,0.949553847312927,positive,False,False,none,4
izzzz7_,2025年04月27日 18:41,,1小時,笑死 在我睡覺的時候去跟前女友打遊戲😂😂😂,False,False,0,0,0,0,143,1,https://www.threads.net/@izzzz7_/post/DI8nAXrSKwK,2025年04月27日 18:41,😂😂😂,3,Ch,2025-04-27 18:41:00,Sunday,18,0,False,False,True,0.795731657147408,positive,0.795731657147408,positive,True,True,1st,0
yjtwen_,2025年04月28日 19:37,,4小時,kktik 你順利進我黑名單第一名了,False,False,23,2,1,2,847,170,https://www.threads.net/@yjtwen_/post/DI_SPNKz2u-,2025年04月28日 19:37,,0,Ch,2025-04-28 19:37:00,Monday,19,0,False,False,True,0.841549247503281,positive,0.841549247503281,positive,True,False,mixed,3
poohsundaypooh,2025年04月27日 13:41,,6小時,今天聽到一句話，聽完可以深思一下 AI 不會取代你的工作，你會被用AI的人取代…,False,False,0,0,0,0,552,12,https://www.threads.net/@poohsundaypooh/post/DI8EvEhTp44,2025年04月27日 13:41,,0,Ch,2025-04-27 13:41:00,Sunday,13,0,False,False,True,0.993637710809708,positive,0.993637710809708,positive,True,False,2nd,1
yxu.61,2025年04月28日 02:06,,16小時,該存錢買大砲了 三星在大砲面前完全無用處,False,False,1,0,0,0,1496,200,https://www.threads.net/@yxu.61/post/DI9aBnrytiL,2025年04月28日 02:06,,0,Ch,2025-04-28 02:06:00,Monday,2,0,False,False,False,0.059135377407074,negative,0.059135377407074,negative,False,False,none,4
kiimyoyo,2025年04月27日 20:33,,22小時,疑似半爭取到首爾場參戰 這很好了,False,False,9,4,0,0,526,229,https://www.threads.net/@kiimyoyo/post/DI8z6soBA3H,2025年04月27日 20:33,,0,Ch,2025-04-27 20:33:00,Sunday,20,0,False,False,True,0.951021760702133,positive,0.951021760702133,positive,True,False,none,4
rejiya1575,2025年04月26日 21:36,,23小時,Do you love Prophet Muhammad ﷺ?❤️,False,False,37,2,0,1,1288,36691,https://www.threads.net/@rejiya1575/post/DI6WTl8SEG9,2025年04月26日 21:36,❤,1,en,2025-04-26 21:36:00,Saturday,21,0,True,False,False,0.56,neutral,0.62,neutral,True,False,2nd,1
kawai_1023,2025年04月26日 22:38,,23小時,還在球場外等我們的球迷朋友們請三思,False,False,1852,40,4,78,52000,66794,https://www.threads.net/@kawai_1023/post/DI6dGpmyqnu,2025年04月26日 22:38,,0,Ch,2025-04-26 22:38:00,Saturday,22,1,False,False,True,0.124755531549454,negative,0.124755531549454,negative,True,False,1st,0
wmmahbl,2025年04月28日 20:05,,3小時,對了，我今天可是特地請半天假在家搶票的， 但現在售票系統還買的到VIP~不用搶喔~~~~~,False,False,9,0,0,3,755,9,https://www.threads.net/@wmmahbl/post/DI_VeIMzxVb,2025年04月28日 20:05,,0,Ch,2025-04-28 20:05:00,Monday,20,0,False,False,True,0.992098838090897,positive,0.992098838090897,positive,True,False,1st,0
cakegg,2025年04月28日 15:55,andTEAM,3小時,人生第一次搶到門票😆 雖然是最後的座位，剛好適合老人家。,False,False,2,0,0,0,1093,51,https://www.threads.net/@cakegg/post/DI-40NsvEXO,2025年04月28日 15:55,😆,1,Ch,2025-04-28 15:55:00,Monday,15,0,False,False,True,0.96570517539978,positive,0.965976522564888,positive,True,True,none,4
