author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim
youbelongwithstan,2025-04-29T09:09:22.000Z,,6小時,"不知道是什麼影子但很漂亮 4,",True,False,4993,16,119,17,29000,12353,https://www.threads.net/@youbelongwithstan/post/DJBmGGrSSlM,2025年04月30日 07:46,,0,Ch,2025-04-30 07:46:30.448356+08:00,Wednesday,7,1,False,False
iamashley2626,2025-04-29T13:52:42.000Z,戀愛中的人,1小時,最近跟男友在討論交往後各自的轉變… 我發現交往後爛笑話出現的頻率越來越頻繁 常常講完後想可惡有夠爛欸… 甚至近期跟他家人在嘉義見面… 原本很緊張，坐得端端正正、談吐禮貌， 根本四個字 大家閨秀😌 然後也一個不小心講了個爛笑話 他爸：現在林聰明很紅，居然還有一個陳聰明 我：哈哈哈對啊我之前有吃過林，不知道哪一個比較聰明欸 （我下一秒內心真想直接奪門而出😱） （爛透了）,False,False,23,0,0,3,1459,396,https://www.threads.net/@iamashley2626/post/DJCGhXNpFgS,2025年04月30日 07:46,😌😱,2,Ch,2025-04-30 07:46:45.463367+08:00,Wednesday,7,0,False,False
chinyukang,2025-04-28T17:37:54.000Z,,22小時,阿包前陣子的陪睡小夥伴是樂高積木的羊駝 今天變成龍蝦 剛剛不小心摔下床後，起來第一件事就是找龍蝦 ？？？？？,False,False,0,0,0,0,375,55,https://www.threads.net/@chinyukang/post/DI_7f55T-FV,2025年04月30日 07:47,,0,Ch,2025-04-30 07:47:00.587888+08:00,Wednesday,7,0,True,False
your.richbff,2025-04-29T14:26:05.000Z,,1小時,"Amazon announcing that it’ll start showing the tariff price on their products is so hilarious and petty, they ate that one thing",False,False,2543,66,49,37,93000,759490,https://www.threads.net/@your.richbff/post/DJCKVybx3DC,2025年04月30日 07:47,,0,en,2025-04-30 07:47:15.810924+08:00,Wednesday,7,1,False,False
dwww1127,2025-04-29T02:08:40.000Z,女兒日常,13小時,女兒最近常常突然拿張國周給我，我看起來很像需要吃胃藥嗎？ 這… 算是貼心吧！,False,False,2,0,0,0,215,21,https://www.threads.net/@dwww1127/post/DJA180WSE6j,2025年04月30日 07:47,,0,Ch,2025-04-30 07:47:30.766732+08:00,Wednesday,7,0,True,True
tahirajoy,2025-04-29T15:29:06.000Z,,17分鐘,"captions matter… think of them as the voice of your brand in written word. engagement on your content can increase when the caption HITS! it can be humorous, opinionated, flirty, informative, etc… the audience will lean in more and relate to the authenticity.",False,False,1,0,0,0,27,8491,https://www.threads.net/@tahirajoy/post/DJCRjYzNRxR,2025年04月30日 07:47,,0,en,2025-04-30 07:47:45.675055+08:00,Wednesday,7,0,False,True
kiki_takoyakibusiness_,2025-04-29T13:42:37.000Z,貓咪日常,2小時,小貓咪的生活很簡單很愜意，吃飯睡覺醒來就想跑出去玩 而我的生活就是有她就行🫶🏻🫶🏻🫶🏻,False,False,2,0,0,0,143,6,https://www.threads.net/@kiki_takoyakibusiness_/post/DJCFXcvJHhm,2025年04月30日 07:48,🫶🏻🫶🏻🫶🏻,6,Ch,2025-04-30 07:48:00.628184+08:00,Wednesday,7,0,False,False
yuting514,2025-04-29T13:50:16.000Z,dinotaeng,1小時,來自男友的神之手✨ 他去買給我的 居然抽到我想要的😍 真的好愛矮袋鼠 太可愛了！,True,False,11,2,0,1,687,61,https://www.threads.net/@yuting514/post/DJCGPe1BrA2,2025年04月30日 07:48,✨😍,2,Ch,2025-04-30 07:48:15.569424+08:00,Wednesday,7,0,False,True
uwu._.flute,2025-04-29T10:08:00.000Z,,5小時,對不起但是一打開公屏看到這個有點好笑。,True,False,26,0,0,1,1087,3,https://www.threads.net/@uwu._.flute/post/DJBszgayDBN,2025年04月30日 07:48,,0,Ch,2025-04-30 07:48:35.528175+08:00,Wednesday,7,0,False,False
pon9506._,2025-04-29T15:27:50.000Z,全職媽媽,20分鐘,有台中媽咪要認識嗎？ 可以一起出去遛娃聊天 或是單純不帶娃聚會我也可以😂 寶寶1歲 我是北屯媽媽🙋‍♀️,False,False,2,0,0,0,71,0,https://www.threads.net/@pon9506._/post/DJCRaCqzt90,2025年04月30日 07:48,😂🙋♀,3,Ch,2025-04-30 07:48:50.446070+08:00,Wednesday,7,0,True,False
zi_.1106,2025-04-29T11:56:50.000Z,,3小時,好想看福山遼子老師的戀愛廢話漫畫第三集🙂被腰斬了嗎,False,False,0,0,0,0,862,71,https://www.threads.net/@zi_.1106/post/DJB5QrVSDqD,2025年04月30日 07:49,🙂,1,Ch,2025-04-30 07:49:05.469904+08:00,Wednesday,7,0,False,False
ean_lie223,2025-04-29T13:34:29.000Z,ean_lie223 女同樓,2小時,靠背我真的是白癡 之前一直跟某位朋友用「我之前喜歡的男生」來形容我之前喜歡的女生 結果我記錯以為我有跟她說我喜歡的人是女生 幹超尷尬,False,False,2,0,0,0,2675,0,https://www.threads.net/@ean_lie223/post/DJCEb1iStlP,2025年04月30日 07:49,,0,Ch,2025-04-30 07:49:20.246072+08:00,Wednesday,7,0,False,False
allenweifong,2025-04-29T03:37:19.000Z,,12小時,最近自己煮飯發現省的錢比想像中多 原因是我煮飯買食材我會同時買接下來幾天要喝的茶 煮午餐的話配一罐茶，食材便宜又省飲料錢 煮晚餐的話配啤酒之類的，一樣省食材又讓自己不會出門喝酒 我是天生小省手!,False,False,5,1,0,1,373,187,https://www.threads.net/@allenweifong/post/DJBAGFaBVxj,2025年04月30日 07:49,,0,Ch,2025-04-30 07:49:35.107978+08:00,Wednesday,7,0,False,True
iam_lazyman,2025-04-29T08:20:21.000Z,,7小時,以前都會聽很嗨的歌來提振精神上班 現在反而只聽得下去純音樂或是鋼琴曲 我活像是優雅殺人犯行兇前，總是聽演奏曲讓自己冷靜下來的那種上班族。,False,False,1,1,0,0,109,1,https://www.threads.net/@iam_lazyman/post/DJBgfKNpY9P,2025年04月30日 07:49,,0,Ch,2025-04-30 07:49:55.087645+08:00,Wednesday,7,0,False,False
lofipassion,2025-04-28T21:51:42.000Z,,17小時,"Purple sunset 🩷 1.0 萬 67 1,",True,True,10000,67,1277,277,130000,163550,https://www.threads.net/@lofipassion/post/DJAYiwkR3w1,2025年04月30日 07:50,🩷,1,en,2025-04-30 07:50:10.382320+08:00,Wednesday,7,1,False,False
emo_97_10_31,2025-04-29T11:39:04.000Z,emo_97_10_31 聽說在脆可以找到朋友,4小時,🫤在脆上面真的可以找到真心的朋友嗎,False,False,9,1,0,0,383,4,https://www.threads.net/@emo_97_10_31/post/DJB3Ol_TeDJ,2025年04月30日 07:50,🫤,1,Ch,2025-04-30 07:50:25.230620+08:00,Wednesday,7,0,False,False
aa20150612,2025-04-29T09:54:39.000Z,,5小時,今天爆￼爽，我們班有一個人他生日，￼請全班「50嵐」￼第四節喝，都吃不下午餐了,False,False,0,0,0,0,1123,1,https://www.threads.net/@aa20150612/post/DJBrRyMzlEQ,2025年04月30日 07:50,,0,Ch,2025-04-30 07:50:40.212794+08:00,Wednesday,7,0,False,False
vote_428,2025-04-29T12:52:32.000Z,,2小時,大家支持在大學設置罷免連署站嗎,False,False,4,0,0,0,601,77,https://www.threads.net/@vote_428/post/DJB_oo3TEE3,2025年04月30日 07:50,,0,Ch,2025-04-30 07:50:55.250367+08:00,Wednesday,7,0,False,False
snoozing._.bear,2025-04-29T13:24:28.000Z,snoozing._.bear 楓之谷 artale,2小時,有沒有人要解任務需要綠水靈珠的～ 可以直接送你 不然我也是賣商店而已 楓之谷 artale,True,False,25,12,0,1,6181,0,https://www.threads.net/@snoozing._.bear/post/DJCDShqzTP0,2025年04月30日 07:51,,0,Ch,2025-04-30 07:51:10.385451+08:00,Wednesday,7,0,False,False
dimple__57168,2025-04-29T13:22:45.000Z,,2小時,在小帳紀錄一下，這是你第二次讓我哭泣。,False,False,0,0,0,0,440,1,https://www.threads.net/@dimple__57168/post/DJCDGAMS4NM,2025年04月30日 07:51,,0,Ch,2025-04-30 07:51:32.337101+08:00,Wednesday,7,0,False,False
0319gi,2025-04-29T08:20:35.000Z,,7小時,臺灣的馬桶和浴缸分請兩間。,False,False,0,0,0,0,787,1,https://www.threads.net/@0319gi/post/DJBggwgzurU,2025年04月30日 07:51,,0,Ch,2025-04-30 07:51:47.233006+08:00,Wednesday,7,0,False,False
iyeei_,2025-04-29T10:05:10.000Z,,5小時,幹我回來了⋯⋯⋯,False,False,1,0,0,0,743,61,https://www.threads.net/@iyeei_/post/DJBsewdSM0Q,2025年04月30日 07:52,,0,Ch,2025-04-30 07:52:02.207299+08:00,Wednesday,7,0,False,False
spicysister__,2025-04-29T09:50:54.000Z,,6小時,好想知道護理系五專生，一個月零用錢一萬夠嗎？,False,False,1,1,0,0,1836,0,https://www.threads.net/@spicysister__/post/DJBq2TETrz7,2025年04月30日 07:52,,0,Ch,2025-04-30 07:52:17.166172+08:00,Wednesday,7,0,True,False
brittainforsenate,2025-04-29T14:10:24.000Z,,1小時,Conservative Party of Canada leader Pierre Poilievre officially lost his seat in his home riding of Carleton to Bruce Fanjoy of the Liberal Party.,False,False,314,6,7,1,5688,19242,https://www.threads.net/@brittainforsenate/post/DJCIi9sR6Ix,2025年04月30日 07:52,,0,en,2025-04-30 07:52:32.541278+08:00,Wednesday,7,0,False,False
ilovekpop2003,2025-04-29T13:28:30.000Z,蝦皮,2小時,有人的分潤在報稅是正常的嗎🤔,False,False,1,1,0,0,11000,8,https://www.threads.net/@ilovekpop2003/post/DJCDwC6yFaL,2025年04月30日 07:52,🤔,1,Ch,2025-04-30 07:52:47.601372+08:00,Wednesday,7,1,False,False
wchi114g,2025-04-29T12:32:01.000Z,楓之谷 artale,3小時,笑死 反彈🤣🤣🤣🤣🤣 楓之谷 artale,True,False,3,2,0,0,1106,66,https://www.threads.net/@wchi114g/post/DJB9SVRTv9p,2025年04月30日 07:53,🤣🤣🤣🤣🤣,5,Ch,2025-04-30 07:53:02.820294+08:00,Wednesday,7,0,False,False
katyhsuu,2025-04-28T16:56:36.000Z,說話的藝術,22小時,今天收到line訊息 對方：不好意思，知道妳今天休假，但還是要打擾你ㄧ下 （開始敘述事情，但簡單來說就是通知）。 我：聽完後，then? 我：不是啊～明明就是要我確認但沒提及時間性！ 我：這樣打擾別人休假是？ 14,False,False,14,0,0,0,7940,53,https://www.threads.net/@katyhsuu/post/DI_2xYlygu4,2025年04月30日 07:53,,0,Ch,2025-04-30 07:53:20.978607+08:00,Wednesday,7,0,True,True
ps29210220g,2025-04-29T05:18:12.000Z,足底筋膜炎,10小時,有人跟我一樣久站，後足跟超痛，請問大家有什麼改善的方法嗎，困擾了一個月了，中醫整骨都看了,False,False,16,29,0,0,10000,120,https://www.threads.net/@ps29210220g/post/DJBLpDnP4oV,2025年04月30日 07:53,,0,Ch,2025-04-30 07:53:47.841315+08:00,Wednesday,7,1,False,False
shanghai19950806,2025-04-29T12:11:36.000Z,,3小時,原来王祖贤父亲是安徽人，母亲是南京人。,False,False,0,0,0,0,1189,0,https://www.threads.net/@shanghai19950806/post/DJB68ywyEpX,2025年04月30日 07:54,,0,Ch,2025-04-30 07:54:25.332301+08:00,Wednesday,7,0,False,False
ph.ming.i.l,2025-04-29T13:44:27.000Z,職場,2小時,會吵的人永遠有糖吃,False,False,0,0,0,0,2684,9,https://www.threads.net/@ph.ming.i.l/post/DJCFk7Fv8xS,2025年04月30日 07:54,,0,Ch,2025-04-30 07:54:40.753483+08:00,Wednesday,7,0,False,False
yi07181,2025-04-29T04:41:10.000Z,yi07181 檢舉達人,11小時,近半年上下班都遇到檢舉魔人 湖口工業區不知道有沒有人跟我一樣😅😅 已經變成每個月的固定支出 檢舉達人 3,False,False,3,0,0,0,648,0,https://www.threads.net/@yi07181/post/DJBHZybhB7A,2025年04月30日 07:54,😅😅,2,Ch,2025-04-30 07:54:55.730562+08:00,Wednesday,7,0,False,False
lvci.lou,2025-04-29T13:15:05.000Z,,2小時,阿滴的道歉看似讓鍾明軒贏了面子，但實際上輸得徹底，兩者之間的風度差異高下立判,False,False,10,1,0,0,2685,28,https://www.threads.net/@lvci.lou/post/DJCCNytylZl,2025年04月30日 07:55,,0,Ch,2025-04-30 07:55:10.771732+08:00,Wednesday,7,0,False,False
yehwa054,2025-04-29T10:27:44.000Z,yehwa054,5小時,去社區B2丟垃圾 想跟在1樓和我一起搭電梯下樓的情侶說抱歉 抱歉，我的榴槤殼臭到你們了,False,False,3,1,0,0,3752,3,https://www.threads.net/@yehwa054/post/DJBvED6J32r,2025年04月30日 07:55,,0,Ch,2025-04-30 07:55:25.711073+08:00,Wednesday,7,0,False,False
lynn_rising,2025-04-29T13:42:49.000Z,,2小時,他說妳太情緒化，太敏感，太容易想太多。 可妳只是，連小事都很在乎。 錯的不是妳， 是他從來不懂「被在乎的人」有多幸運。 —— 如果你懂這種感覺，追蹤我，我懂你。,False,False,3,0,0,0,364,4,https://www.threads.net/@lynn_rising/post/DJCFY7-TBgE,2025年04月30日 07:55,,0,Ch,2025-04-30 07:55:40.930439+08:00,Wednesday,7,0,False,False
mooooonjam,2025-04-29T03:43:55.000Z,,12小時,為什麼 firebase spark 每天 Email link signin quota 只有五封，也太怪了吧，Blaze 的 quota 有 25000 欸 😐,False,False,2,0,0,0,161,85,https://www.threads.net/@mooooonjam/post/DJBA2dwShwG,2025年04月30日 07:55,😐,1,Ch,2025-04-30 07:55:55.929997+08:00,Wednesday,7,0,False,False
haoya_888,2025-04-29T14:30:51.000Z,台中,1小時,今天有美女要跟我當酒友嗎⋯⋯真的好想喝酒 台中,False,False,3,1,0,0,822,6,https://www.threads.net/@haoya_888/post/DJCK4rqBkYW,2025年04月30日 07:56,,0,Ch,2025-04-30 07:56:21.708179+08:00,Wednesday,7,0,False,False
theleverager97,2025-04-29T05:45:25.000Z,,10小時,讀者是不讀字的，他們是用以「跳」的！,False,False,0,1,0,0,894,1,https://www.threads.net/@theleverager97/post/DJBOwXDzL5K,2025年04月30日 07:56,,0,Ch,2025-04-30 07:56:36.950737+08:00,Wednesday,7,0,False,True
chow.gong,2025-04-29T13:41:11.000Z,,2小時,純引戰：食物排行 香港>台灣>中國>加拿大>歐洲,False,False,18,32,0,4,9105,48,https://www.threads.net/@chow.gong/post/DJCFM6sysPj,2025年04月30日 07:57,,0,Ch,2025-04-30 07:57:06.448880+08:00,Wednesday,7,0,False,False
cmelamom,2025-04-29T14:17:50.000Z,,1小時,Amazon is going to list the Tariff markup on in their product listings. EVERY retailer should follow suit.,False,False,6,5,1,0,3741,52,https://www.threads.net/@cmelamom/post/DJCJZYrJcvP,2025年04月30日 07:57,,0,en,2025-04-30 07:57:21.456133+08:00,Wednesday,7,0,False,False
zhengmingtengqi,2025-04-29T13:04:15.000Z,zhengmingtengqi,2小時,50代でも大丈夫ですか？,False,False,6,2,0,0,507,4,https://www.threads.net/@zhengmingtengqi/post/DJCA-bNBaQe,2025年04月30日 07:57,,0,Ch,2025-04-30 07:57:36.457903+08:00,Wednesday,7,0,True,False
sheevammmmm,2025-04-29T15:31:48.000Z,,25分鐘,Most people think success is about talent. It’s not. It’s about the invisible habits you stack when no one’s watching. Here are 7 tiny habits that quietly change your whole life: 🧵,False,False,1,11,0,0,47,4038,https://www.threads.net/@sheevammmmm/post/DJCR3GgyxFi,2025年04月30日 07:57,🧵,1,en,2025-04-30 07:57:51.614051+08:00,Wednesday,7,0,False,False
ella0210,2025-04-29T07:56:23.000Z,,8小時,不買多力多滋 不吃棕櫚油製品 不買味全商品 不買籠飼雞蛋 支持動物福利牛奶 拒絕動物表演 堅持認養代替購買 沒有要求身邊的人都跟我一樣 自己的價值觀 自己遵守就好🙂,False,False,620,41,12,11,18000,85,https://www.threads.net/@ella0210/post/DJBdvmkPCq6,2025年04月30日 07:58,🙂,1,Ch,2025-04-30 07:58:06.877112+08:00,Wednesday,7,1,False,False
toby_zz_,2025-04-29T14:27:49.000Z,,1小時,以前無劇場版唔聽,False,False,1,0,0,0,213,5,https://www.threads.net/@toby_zz_/post/DJCKhtwyC2J,2025年04月30日 07:58,,0,Ch,2025-04-30 07:58:22.090708+08:00,Wednesday,7,0,False,False
quyannnnn_n,2025-04-29T13:36:51.000Z,里轅,2小時,她很勇敢 27,False,False,27,0,0,0,1028,0,https://www.threads.net/@quyannnnn_n/post/DJCEtQvpLqh,2025年04月30日 07:59,,0,Ch,2025-04-30 07:59:21.680542+08:00,Wednesday,7,0,False,False
yumeko_.0529,2025-04-29T12:53:40.000Z,,3小時,好奇會有人時不時注意男生的下面嗎😗,False,False,5,0,0,1,845,15,https://www.threads.net/@yumeko_.0529/post/DJB_w9NJUOb,2025年04月30日 07:59,😗,1,Ch,2025-04-30 07:59:36.813507+08:00,Wednesday,7,0,False,False
btjk.tk,2025-04-29T12:56:19.000Z,,3小時,Who hates Donald Trump ?,False,False,42,1,0,0,3174,5591,https://www.threads.net/@btjk.tk/post/DJCAEYqCgYx,2025年04月30日 07:59,,0,en,2025-04-30 07:59:51.777079+08:00,Wednesday,7,0,True,False
mo524._,2025-04-29T13:20:04.000Z,,2小時,猜歌🤪,False,False,1,1,0,0,119,0,https://www.threads.net/@mo524._/post/DJCCxluS05h,2025年04月30日 08:00,🤪,1,Ch,2025-04-30 08:00:07.093697+08:00,Wednesday,8,0,False,False
cc_tuuuuyu,2025-04-29T13:28:36.000Z,,2小時,我好驚 我真係好驚自己一個人 我冇朋友了 我乜都冇了 我好驚,False,False,21,9,0,2,890,4,https://www.threads.net/@cc_tuuuuyu/post/DJCDw0SSWdX,2025年04月30日 08:00,,0,Ch,2025-04-30 08:00:22.175527+08:00,Wednesday,8,0,False,False
shifa91.6,2025-04-29T01:18:39.000Z,,14小時,"🎤 0:30@shifa91.6◀|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|| 1,",False,False,1393,17,2,17,140000,58863,https://www.threads.net/@shifa91.6/post/DJAwOi_o2pT,2025年04月30日 08:00,🎤◀,2,lt,2025-04-30 08:00:37.316895+08:00,Wednesday,8,1,False,False
its_madingo,2025-04-29T12:33:31.000Z,,3小時,"Young men: no matter how difficult life gets.. Never pick up a cigarette, do drugs or drink alcohol.",False,False,0,1,0,0,11,7,https://www.threads.net/@its_madingo/post/DJB9dVEMQbt,2025年04月30日 08:01,,0,en,2025-04-30 08:01:47.840550+08:00,Wednesday,8,0,False,False
bulls_eye_media,2025-04-29T15:49:13.000Z,,13分鐘,Your gonna have to find the plates that were stolen from me,False,False,2,0,0,0,13,168,https://www.threads.net/@bulls_eye_media/post/DJCT2sZxsqg,2025年04月30日 08:02,,0,en,2025-04-30 08:02:38.878799+08:00,Wednesday,8,0,False,False
businessman_tripurari_chaudhry,2025-04-29T15:53:44.000Z,,8分鐘,Delhi needs 205 to win can they do this,False,False,0,0,0,0,2,1159,https://www.threads.net/@businessman_tripurari_chaudhry/post/DJCUX0yy1cT,2025年04月30日 08:02,,0,en,2025-04-30 08:02:54.155792+08:00,Wednesday,8,0,False,False
dooooog.ing,2025-04-29T11:49:22.000Z,,4小時,幣圈最有趣的事 就是看一群人打腫臉充胖子 穿得像老闆 講話像贏家 看起來像人生勝利組 結果一大堆網上大KOL 飛杜拜都搭經濟艙 人擠人 不敢發限動 看到好幾個說上飛機打單賺錢 怎麼會升個商務艙都捨不得呢 真是奇怪了 以上純屬個人想法,False,False,55,35,0,5,9630,6,https://www.threads.net/@dooooog.ing/post/DJB4Z9cpu94,2025年04月30日 08:03,,0,Ch,2025-04-30 08:03:14.774094+08:00,Wednesday,8,0,False,False
s306578123,2025-04-29T04:09:09.000Z,,11小時,今天去做人生第一次清醒大腸鏡 被督到最裡面了..... 6,False,False,6,0,0,0,1447,3,https://www.threads.net/@s306578123/post/DJBDvQXhmbp,2025年04月30日 08:03,,0,Ch,2025-04-30 08:03:29.702956+08:00,Wednesday,8,0,False,False
gengde_0394,2025-04-29T09:53:34.000Z,gengde_0394,6小時,一直都很好奇，會看有人看自己朋友的Threads嗎？,False,False,3,7,0,0,508,157,https://www.threads.net/@gengde_0394/post/DJBrJ2dyAMY,2025年04月30日 08:03,,0,Ch,2025-04-30 08:03:45.104049+08:00,Wednesday,8,0,True,False
r.r.y0224,2025-04-29T07:49:22.000Z,,8小時,剛剛打第二針PRP 醫生問我說你上次打會痛嗎還是還好 我說不會痛，但是很痠像是把100顆檸檬的濃縮果汁打到膝蓋裡面（剛好那那顏色也很像 結果這次打痠到叫出來靠杯😨 有夠丟臉,False,False,4,0,0,0,959,59,https://www.threads.net/@r.r.y0224/post/DJBc8M_Batw,2025年04月30日 08:04,😨,1,Ch,2025-04-30 08:04:00.367642+08:00,Wednesday,8,0,False,False
confiment10,2025-04-29T12:42:30.000Z,,3小時,第三次出國這個月。希望自己心情能好點,False,False,4,0,0,0,2276,40,https://www.threads.net/@confiment10/post/DJB-fHahOIb,2025年04月30日 08:04,,0,Ch,2025-04-30 08:04:15.546321+08:00,Wednesday,8,0,False,False
canse7en,2025-04-29T10:43:19.000Z,,5小時,2006-阿公走了 2015-外公走了 2020-coffee 走了 2022-阿妈走了 2023-阿伯走了 2024-luffy 走了 2025-阿婆走了,False,False,5,0,0,0,10000,94,https://www.threads.net/@canse7en/post/DJBw2RGy2UH,2025年04月30日 08:04,,0,Ch,2025-04-30 08:04:30.592359+08:00,Wednesday,8,1,False,False
ecaepppp,2025-04-28T16:31:28.000Z,,23小時,有強迫症挺痛苦的，但是也是有好事，例如我會檢查瓦斯有沒有關好，就在今天回家發現家人煮飯完瓦斯居然沒關在空燒，還是寶寶專用的鍋子，空燒了快半小時吧，立馬詢問ChatGPT建議鍋子不能用了，看起來好像鍋子沒事，仔細看確實傷到了，空燒還可能釋放有害物質，又得花錢再買一個新的鍋子了😭,False,False,0,0,0,0,501,1,https://www.threads.net/@ecaepppp/post/DI_z5UEy7-6,2025年04月30日 08:04,😭,1,Ch,2025-04-30 08:04:45.684350+08:00,Wednesday,8,0,False,False
ady10066,2025-04-29T02:19:30.000Z,創業日記,13小時,新家搬的差不多了，可以慢慢回來直播囉！,False,False,4,0,0,0,368,1510,https://www.threads.net/@ady10066/post/DJA3MN4SwBZ,2025年04月30日 08:05,,0,Ch,2025-04-30 08:05:00.706555+08:00,Wednesday,8,0,False,True
meiying792,2025-04-29T10:21:02.000Z,婆媳問題,5小時,跟婆婆處在一個空間好窒息,False,False,2,0,0,0,95,81,https://www.threads.net/@meiying792/post/DJBuS-4TQiq,2025年04月30日 08:05,,0,Ch,2025-04-30 08:05:15.673880+08:00,Wednesday,8,0,False,False
riki_aiueo,2025-04-29T01:33:00.000Z,,14小時,最近晚上睡覺流汗的情況相比起之前好像更嚴重了……這樣子的話感覺還是快點開始治療比較好😂,False,False,1,6,0,0,382,2,https://www.threads.net/@riki_aiueo/post/DJAx3h9BNms,2025年04月30日 08:05,😂,1,Ch,2025-04-30 08:05:30.836745+08:00,Wednesday,8,0,False,False
cai__13,2025-04-29T06:12:11.000Z,,9小時,出生第三天 膠帶是量頭尾的 今天長了些許痘痘 一樣死都不睜開眼睛看我 傲嬌寶寶,True,False,80,0,0,0,24000,168,https://www.threads.net/@cai__13/post/DJBR0a0vg5K,2025年04月30日 08:05,,0,Ch,2025-04-30 08:05:45.878094+08:00,Wednesday,8,1,False,False
goodgodabove,2025-04-29T11:05:28.000Z,,4小時,"DOGE was supposed to save trillions. Instead, it’s the most expensive midlife crisis in U.S. history.",False,False,5968,31,350,5,39000,273628,https://www.threads.net/@goodgodabove/post/DJBzX_HoSuh,2025年04月30日 08:06,,0,en,2025-04-30 08:06:01.171765+08:00,Wednesday,8,1,False,False
ninooo.z,2025-04-29T15:29:44.000Z,,36分鐘,学个IELTS，上周都去开焦虑症的药吃了，真的抽象又好笑，妈的…………………,False,False,0,0,0,0,288,10,https://www.threads.net/@ninooo.z/post/DJCRn9RzzlJ,2025年04月30日 08:06,,0,Ch,2025-04-30 08:06:21.226486+08:00,Wednesday,8,0,False,False
pelotem167,2025-04-29T02:53:54.000Z,pelotem167,13小時,台灣Threads平均使用時長制霸全球，甚至高出美國兩倍，表現異常出色。 台灣人基本上是用來發廢文，目的在於抒發個人情緒給同溫層，可以毫無壓力地發言或分享個人觀點，滿足年輕世代的分享慾望，以及需要被傾聽的需求。,False,False,20,2,0,0,680,14,https://www.threads.net/@pelotem167/post/DJA7IE5yVEG,2025年04月30日 08:06,,0,Ch,2025-04-30 08:06:36.242850+08:00,Wednesday,8,0,False,False
nargumbayeva,2025-04-29T15:49:24.000Z,,16分鐘,"Ладно, перебарываю смущение и пишу сюда для своих трёх падпищников 🥹 Потому что я обожаю писать тексты, посты или даже маленькие рассказики, но никому их не показываю 🤫 Эра с твиттером прошла, и это меня расстраивало. Появился тредс-и я поняла: мой час настал ахахахах",False,False,0,0,0,0,1,3,https://www.threads.net/@nargumbayeva/post/DJCT4HEoyZv,2025年04月30日 08:06,🥹🤫,2,ru,2025-04-30 08:06:51.151624+08:00,Wednesday,8,0,False,False
jkchang81,2025-04-29T00:14:55.000Z,,15小時,我感覺巨大的沮喪感迎面而來,False,False,3,0,0,0,136,57,https://www.threads.net/@jkchang81/post/DJAo7v4A59D,2025年04月30日 08:07,,0,Ch,2025-04-30 08:07:06.679406+08:00,Wednesday,8,0,False,False
nadiaakka,2025-04-29T02:42:32.000Z,,13小時,在想脆上现在有多少人和我一样，关了灯躺被窝里刷脆。一边因为寂静而孤独，一边又享受着单身的自在。,False,False,17,2,0,0,783,15,https://www.threads.net/@nadiaakka/post/DJA505NstZA,2025年04月30日 08:07,,0,Ch,2025-04-30 08:07:21.744716+08:00,Wednesday,8,0,False,False
lv_auer,2025-04-29T10:55:49.000Z,,5小時,拔完智齒第三天了，到底要痛幾天，我都快不能吃東西了😂😂 #哦藉機減肥,False,False,1,0,0,0,433,88,https://www.threads.net/@lv_auer/post/DJByR14zZY7,2025年04月30日 08:07,😂😂,2,Ch,2025-04-30 08:07:36.828332+08:00,Wednesday,8,0,False,False
realman.tsung,2025-04-29T14:51:48.000Z,realman.tsung,1小時,看到我代表 Threads的年齡層正在往上 弟弟妹妹們請別介意阿 40歲大叔也想來看看 可以的話互相追蹤一下 我都給予Respect,False,False,13,5,0,0,817,3,https://www.threads.net/@realman.tsung/post/DJCNSMvyTIj,2025年04月30日 08:07,,0,Ch,2025-04-30 08:07:56.940238+08:00,Wednesday,8,0,False,False
everyday_emo__,2025-04-29T15:01:36.000Z,,1小時,新人底薪：3萬1 老鳥底薪：3萬1 沃草憑什麼新人啥都不會領跟我一樣的💰我還要任勞任怨做一堆破事草,False,False,9,7,0,1,4699,2,https://www.threads.net/@everyday_emo__/post/DJCOZ-hSXuN,2025年04月30日 08:08,💰,1,Ch,2025-04-30 08:08:11.983556+08:00,Wednesday,8,0,False,False
melaninonmainst,2025-04-29T14:54:09.000Z,,1小時,Every Disneybound starts with “what do I already own?” and ends with an Amazon cart.,False,False,33,3,1,1,2518,3009,https://www.threads.net/@melaninonmainst/post/DJCNjYrxDS6,2025年04月30日 08:08,,0,en,2025-04-30 08:08:27.350132+08:00,Wednesday,8,0,True,False
_.ben._2902,2025-04-29T15:17:14.000Z,,51分鐘,其實ig d private account 即係得10幾個人係咪好唔正常? 點解啲人好多都30幾40個😭😭,False,False,0,0,0,0,215,5,https://www.threads.net/@_.ben._2902/post/DJCQMchB60l,2025年04月30日 08:08,😭😭,2,Ch,2025-04-30 08:08:47.558069+08:00,Wednesday,8,0,True,False
emmajane_foster,2025-04-29T14:59:02.000Z,,1小時,Well done Canada 🍁 🇨🇦 Elbows up!!,False,False,34,0,0,0,3735,51,https://www.threads.net/@emmajane_foster/post/DJCOHHrMjyj,2025年04月30日 08:09,🍁,1,en,2025-04-30 08:09:02.852756+08:00,Wednesday,8,0,False,True
